geneID,6-7 internode,7-8 internode,B73 Mature Pollen,Ear Primordium 2-4 mm,Ear Primordium 6-8 mm,Embryo 20 DAP,Embryo 38 DAP,Endosperm 12 DAP,Endosperm Crown 27 DAP,Female Spikelet Collected on day as silk,Germinatin Kernels 2 DAI,Leaf Zone 1 (Symmetrical),Leaf Zone 2 (Stomatal),Leaf Zone 3 (Growth),Mature Leaf 8,Pericarp/Aleurone 27 DAP,Primary Root 5 Days,Root - Cortex 5 Days,Root - Elongation Zone 5 Days,Root - Meristem Zone 5 Days,Secondary Root 7-8 Days,Silk,Vegetative Meristem 16-19 Day
Zm00001d007080,NA,95.20830126,31.91600067,NA,45.64759782,35.28108976,NA,NA,NA,77.83348641,NA,24.65462829,NA,NA,21.04705007,15.6528463,NA,NA,NA,NA,NA,22.65904879,NA
Zm00001d007084,22744.07057,33182.87064,304.8453205,13243.41719,34678.25029,17747.07666,6834.682366,7264.873303,8520.739665,32803.33096,3565.199994,19598.47833,27675.95723,34130.03384,14706.13431,13749.909,17120.22696,4238.311892,17588.71006,19890.42931,33349.30643,14033.09825,43743.19284
Zm00001d007090,NA,NA,NA,NA,9.417611324,NA,NA,NA,NA,NA,NA,NA,130.2053716,41.49413229,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007091,NA,NA,NA,NA,NA,NA,NA,NA,76.47302908,NA,NA,NA,6.431163539,NA,NA,NA,NA,37.43767678,41.93985195,16.45173771,NA,NA,25.06239286
Zm00001d007093,NA,NA,1123.73377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007094,NA,NA,NA,NA,56.10124618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.03393742,NA,NA,NA,NA,NA,NA
Zm00001d007095,NA,NA,NA,20.77413209,10.57807528,60.86832956,NA,35.32305436,NA,51.14235733,NA,27.72067751,16.19582676,74.01132169,NA,NA,NA,NA,NA,NA,NA,NA,216.6531022
Zm00001d007096,758.1999784,673.4844072,NA,367.9366897,482.5821555,279.3941146,96.07299055,237.834748,75.8172293,331.6545511,60.16907715,151.376021,279.5788112,132.6484815,NA,238.1256221,102.2291287,47.39474739,51.71019095,135.8167113,220.4163367,41.33548203,810.7328342
Zm00001d007103,NA,NA,NA,58.25786555,82.42757336,140.8985018,NA,58.6863344,230.563753,45.10676627,NA,74.78765837,122.5280537,74.44302358,NA,39.82626406,57.18590266,NA,148.6539651,457.2836695,92.40166905,NA,26.54364324
Zm00001d007111,68.71737853,30.17666335,NA,NA,31.16193904,105.9900222,18.691358,77.79739046,45.24970407,42.48923939,47.87241924,41.13010885,97.32217862,84.57492181,NA,57.67233709,48.51246074,23.82372096,82.51617053,45.52994754,94.03328643,25.15744514,104.7676518
Zm00001d007113,514.3473743,1084.533785,1369.472474,659.1321086,1787.674311,1379.818874,1591.037677,431.4023248,3514.252893,978.6201402,2930.232897,554.4371482,349.0226492,485.3327362,316.1008513,4819.95181,1154.418805,1390.182151,336.2733668,544.4534642,117.5768923,346.7711908,1244.012044
Zm00001d007117,53.33755456,34.67492266,NA,NA,9.955898116,NA,NA,NA,NA,NA,NA,18.34795887,14.3646876,62.25663588,86.96757757,NA,NA,NA,10.53515279,NA,NA,4.877148202,NA
Zm00001d007130,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.02867495,NA,69.78995096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007135,NA,77.77420549,NA,189.109217,231.9197468,158.6727718,NA,180.6191644,NA,94.36706366,NA,177.5121794,140.9389223,94.22423132,9.14853205,32.32904317,97.99255539,32.02923192,278.8023603,463.5199423,24.88626111,NA,89.36090948
Zm00001d007139,17.43802592,25.77768226,NA,32.85330867,6.292659831,50.30092947,NA,42.49364122,NA,25.6750599,44.56916014,43.00533367,25.14630191,12.91530389,NA,11.92749043,26.31029264,31.00232058,22.92943361,12.97013019,28.62043738,NA,79.67141765
Zm00001d007143,NA,NA,NA,NA,NA,24.77650786,319.0736062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007144,72.58976312,69.77138607,66.14925848,87.81897833,31.58659758,125.2093511,53.66204498,72.9390946,104.9148585,45.39251701,16.8981847,37.87971331,20.36520866,26.14939841,NA,71.83031423,40.61596276,38.24681085,51.7583992,23.79456401,NA,32.09922836,60.34491071
Zm00001d007145,749.2889843,413.8473028,NA,553.061127,468.491807,195.4345789,49.40759956,193.2813637,NA,120.914468,403.2314876,734.4071693,722.6024,1022.450228,NA,102.5687541,628.5346972,173.3946364,1488.007026,4745.344259,676.4097739,137.8717904,540.134859
Zm00001d007146,54.72509756,90.39165861,149.895051,225.8625939,275.5699007,105.8986736,NA,166.9773523,NA,40.30982299,NA,388.6503012,374.7646501,221.2333213,NA,148.241662,NA,39.64878803,98.37914359,72.78545621,NA,41.31206988,22.03295877
Zm00001d007151,NA,NA,NA,NA,NA,21.19498302,NA,NA,NA,NA,NA,NA,NA,25.40137043,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007153,NA,NA,NA,NA,NA,863.4185193,245.8817817,885.8960797,710.5036664,NA,68.17789422,77.83127754,NA,64.27522453,NA,318.9874656,NA,83.60817857,NA,NA,NA,NA,NA
Zm00001d007154,901.7525964,529.0817969,342.9584632,391.1010208,932.7472783,787.9428774,330.1262752,7097.943401,985.5376687,458.543559,325.7473849,1043.088744,2037.706199,1247.182879,NA,366.6599261,3112.355956,597.4152683,3097.123456,3610.675891,1664.593632,1108.012546,640.8609207
Zm00001d007158,77.42320332,101.5214941,66.85924984,190.4842515,247.4248048,299.2412289,86.82525396,93.21991157,108.7051874,465.0239448,97.43141982,165.6456324,116.3745384,183.2525594,140.5118171,408.8095727,162.1874839,362.2683849,134.6678866,193.4057033,176.6171807,461.5300846,180.8328331
Zm00001d007160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386.041094,1630.662253,NA,NA,463.1066727,NA,NA
Zm00001d007164,185.9216598,49.46066523,NA,128.9771385,89.75789021,NA,NA,NA,NA,33.20650861,NA,62.55148557,37.68757507,33.63292006,NA,NA,NA,NA,NA,NA,NA,NA,112.450399
Zm00001d007169,NA,NA,NA,NA,NA,NA,NA,NA,64.38095705,NA,NA,NA,NA,NA,NA,6.78346813,NA,NA,NA,NA,NA,NA,NA
Zm00001d007174,111.1117579,106.2055644,228.1188738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.797574,120.9169659,101.8338991,NA,NA,NA,NA,NA,120.9350578
Zm00001d007179,1935.720995,1507.756323,349.203078,1397.318525,1029.121023,744.0156416,764.9398531,2440.736981,1979.059431,1518.508277,743.8653569,1067.467533,1234.598061,1202.798882,518.2638566,866.286108,1876.892004,1056.796999,1346.977818,2260.114601,2522.243015,1087.213107,1108.229914
Zm00001d007180,NA,NA,56.32141215,NA,NA,NA,NA,NA,NA,NA,48.22075643,NA,NA,NA,NA,38.22260546,NA,NA,NA,NA,NA,NA,NA
Zm00001d007181,NA,42.58923177,41240.93891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.342551562,7.065652608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007184,30.52100052,NA,36.60236407,NA,NA,75.47399151,NA,NA,NA,35.75553418,NA,NA,NA,NA,NA,NA,NA,NA,33.32048324,19.62307798,NA,NA,NA
Zm00001d007185,NA,NA,NA,NA,NA,NA,34.99816698,NA,NA,NA,32.15784546,NA,NA,NA,NA,32.57777681,NA,NA,NA,NA,NA,NA,NA
Zm00001d007186,187.0810844,117.6589161,531.6373816,137.726561,117.7478349,227.9015571,67.93118495,384.077835,27.81982879,192.8657194,88.12877873,135.5401183,198.4308592,457.1898011,NA,406.5838892,720.2907418,539.066164,522.873894,318.3124625,446.9704373,363.8268654,110.4380042
Zm00001d007187,NA,68.29396545,NA,57.37865801,61.23761618,766.6591612,912.9817064,5683.222636,1965.853365,162.6291271,1363.920273,39.01083254,138.4105968,97.16671574,17.34917035,1801.182397,65.97180994,379.0538957,123.6656566,247.763669,178.2856841,NA,90.37732596
Zm00001d007189,536.3611578,543.5159297,38.15478906,665.9011146,524.4777196,386.7371143,458.1037198,372.1259399,188.9444836,351.9139879,269.0672409,450.178805,259.9281419,177.050734,NA,253.4647825,361.5489595,402.8252954,576.5398786,803.4930251,682.2107918,NA,1206.561492
Zm00001d007190,NA,NA,NA,120.0971788,103.2476829,NA,NA,NA,NA,NA,NA,15.84588884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007192,3152.903534,3606.808253,1267.955089,4810.699943,5155.857141,3096.618218,1507.493911,2949.948105,1018.888513,4408.838592,1137.906132,3712.11784,6395.599415,4346.458302,682.7103529,1337.260969,4352.45616,2503.731987,4103.734407,4928.815875,5092.334393,2655.544635,5318.561129
Zm00001d007193,NA,90.8784353,NA,85.00030625,55.37641926,210.2640455,61.17058959,217.5852799,NA,197.0924987,NA,98.54802415,136.7934453,103.2787167,NA,57.85826278,141.7094563,33.2951027,84.08622697,38.4074553,94.84304211,79.46146458,66.15314568
Zm00001d007195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45031335,7.602136513,NA,NA,NA,NA,NA,16.23958639,NA
Zm00001d007197,NA,NA,NA,NA,5.572968499,32.8168274,NA,NA,NA,NA,NA,13.85343596,9.736115718,NA,NA,NA,NA,NA,NA,9.260718691,NA,NA,14.26772927
Zm00001d007200,14.2394058,NA,NA,18.89830628,14.82759369,13.34385513,NA,NA,NA,NA,NA,15.60320952,23.99419777,6.090272949,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007202,365.9124602,252.5073388,272.7673035,505.0034127,305.2587692,258.045149,98.43277179,280.2430675,184.9765907,249.8131086,242.0022369,230.6308731,260.5912962,368.1756068,205.7133464,104.2878461,351.9438825,300.7557123,335.3091895,632.3113135,175.7026545,287.6610187,326.1243412
Zm00001d007204,NA,NA,NA,55.93094843,80.25059312,58.40879641,NA,NA,NA,NA,NA,28.52596967,46.69845207,15.4164883,NA,NA,NA,NA,NA,72.08836837,NA,NA,88.13715535
Zm00001d007207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.20516582,18.22912556,33.80236204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.973422285,NA,NA,NA,NA,NA,NA,NA
Zm00001d007213,30.39249104,26.02203916,21.63568887,44.06852563,35.79363911,22.43265558,44.67179342,52.51918129,39.72435313,23.41911161,19.00014215,26.31063742,27.37649865,33.41466661,NA,63.54878876,NA,NA,NA,NA,NA,NA,24.75502816
Zm00001d007214,225.4285486,206.0870267,258.0903023,278.8579422,257.3980828,176.4180874,309.1310327,229.2742438,157.8429748,239.8204778,173.702,167.0225164,301.7896239,244.9232888,152.4493123,296.0796867,398.9043267,133.9502045,320.9861833,539.4981537,179.4632325,92.22329526,493.319327
Zm00001d007215,2380.022251,3204.39988,334.6608132,3527.982096,6043.443563,2464.704114,1092.134625,2345.585366,699.8711035,4296.596069,3545.68725,3518.08328,4012.121062,3925.460178,725.4248703,1745.673998,2030.257327,5294.247996,2640.023418,2753.958147,2897.362124,3616.343133,5339.886512
Zm00001d007216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.11368496,13.58279296,NA,19.13390381,NA,NA
Zm00001d007225,37.09389042,38.17714415,NA,28.50651082,41.49087346,62.68826637,NA,32.09444586,43.14577106,34.95293096,14.89955539,61.09196577,30.9761255,43.91321519,NA,19.61244499,32.89276881,5.589908518,8.929825397,41.01068653,25.90829727,35.73662101,69.61251492
Zm00001d007229,219.56769,34.42039872,179.1137786,65.84706091,NA,217.2084851,64.97488487,33.85878237,174.5921434,444.263159,318.8491292,273.1606108,216.4501093,231.8639346,697.5699888,198.9369315,33.38253576,532.2384018,114.5459448,79.25323737,51.81235821,324.4372314,38.10378506
Zm00001d007232,271.2435514,497.3537678,NA,515.1420202,808.8643413,178.9419618,134.3469914,79.66887188,236.4599143,527.4261107,115.3907054,315.7521198,340.2982999,362.3268042,46.24432764,125.6489943,64.05685942,54.95738395,135.1673706,155.8184548,23.17631513,113.0771726,952.5686135
Zm00001d007233,NA,27.21044909,NA,120.6358933,33.81575039,69.20699309,NA,NA,NA,NA,NA,107.4518901,242.9366034,109.6164223,NA,NA,NA,NA,49.01951025,82.64903133,NA,NA,57.66415856
Zm00001d007234,3027.205518,4951.883422,11940.24721,1641.200055,3432.713522,3023.100816,893.3548906,2794.436377,3838.768838,7205.264074,234.7746335,2309.297901,2557.584176,2814.961637,2833.035372,4896.986766,1437.291168,968.1274272,755.3113946,626.3154907,1428.962227,3145.849934,5462.638003
Zm00001d007241,21.85412667,13.15754206,NA,15.05010084,NA,21.61365019,NA,12.79513214,37.70162656,9.565655045,NA,4.762490216,5.866642826,4.316146104,NA,9.086468194,35.79095279,NA,12.4069535,9.942013882,16.85795063,10.82969223,NA
Zm00001d007251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.63311825,47.15906247,NA,NA,NA,NA,NA
Zm00001d007254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.360677393,9.834616159,8.107290047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007258,NA,NA,NA,NA,NA,NA,NA,78.73282758,81.56444228,NA,NA,NA,60.24819929,24.08424693,57.59617668,97.27782981,NA,NA,NA,NA,NA,156.0945766,NA
Zm00001d007259,NA,NA,NA,18.89736401,24.71283905,25.52188746,NA,59.91362855,NA,NA,NA,13.48966722,18.41383247,35.31139606,NA,13.47883927,NA,NA,NA,17.04226913,NA,NA,NA
Zm00001d007267,2592.50797,1155.296128,NA,NA,49.62962862,NA,NA,NA,NA,1140.053209,NA,1875.677789,3202.986337,3148.572884,58800.39062,NA,NA,NA,NA,NA,NA,9677.07327,160.5171071
Zm00001d007269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007270,NA,60.88460598,79.13723472,203.7839116,68.7829328,189.7074639,NA,NA,NA,131.6265055,NA,180.3720435,66.48874411,110.4115684,47.72640931,105.4259266,NA,120.1131579,176.8871184,104.4765588,NA,77.07268003,NA
Zm00001d007271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.0748777,NA,NA,NA,33.06772345,29.23579222,NA,40.03771931,NA,NA,NA,NA,NA
Zm00001d007277,233.6214318,189.9521452,NA,50.46835187,129.5515367,159.01889,30.54144492,76.77036993,52.34349606,118.3695928,NA,129.2366121,74.27900826,99.41971973,NA,26.05759717,120.6899106,62.44866244,153.9736294,114.8176433,51.49790608,36.23947207,174.0747618
Zm00001d007279,97.75306594,149.2559619,NA,466.0761873,215.6502131,185.5043051,85.62863287,144.1207178,31.15063471,166.5340305,459.2827088,413.3420581,421.7820116,443.1534834,44.65457487,202.6118503,70.26095356,339.8608829,301.4723656,366.9676109,55.84714091,234.7074969,58.68949262
Zm00001d007288,NA,125.6586438,86.36094298,NA,39.52544941,75.4252247,NA,77.76029487,90.0969887,33.28506633,51.05427953,45.12906008,28.4156439,35.41696045,68.16828224,192.2635881,35.47535146,30.61810717,66.22096038,89.51466467,41.25948,129.504186,NA
Zm00001d007290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.37102956,14.95290428,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007295,NA,11.98449288,NA,10.99837186,26.22877577,47.68886662,NA,32.58213976,NA,NA,12.44740599,21.20633412,19.7784091,24.74465975,NA,8.988728475,NA,NA,NA,NA,NA,NA,34.41783684
Zm00001d007296,86.04895534,71.9682443,NA,79.3258915,NA,271.5376615,42.25649963,152.5997616,NA,155.5034909,32.83540226,74.46830865,114.1346936,92.73582577,NA,61.0861954,NA,44.18817469,NA,61.06392028,22.15504651,NA,110.3631011
Zm00001d007299,NA,NA,NA,NA,NA,215.2628566,2046.036052,NA,5571.272489,NA,1478.516522,NA,NA,NA,NA,5513.700283,NA,NA,87.05897236,77.22911115,NA,NA,547.935146
Zm00001d007300,65.75269164,15.68028512,47.05429351,NA,71.21835639,NA,NA,59.0949704,69.03800118,NA,NA,NA,54.90045224,34.50165068,NA,29.87902591,NA,15.06269303,NA,NA,NA,NA,82.60963161
Zm00001d007302,73.59282501,25.25679926,43.89113329,25.76342095,25.04070759,29.78462588,NA,NA,NA,29.00536363,13.0912879,6.594414372,15.11687201,11.36757215,NA,13.59822991,NA,22.49772324,24.65217174,24.39567383,28.58673372,13.69296197,71.35109019
Zm00001d007313,NA,11.61271033,42.6666218,NA,10.37869874,57.68181928,NA,NA,NA,NA,NA,16.85518112,6.675764209,20.18640435,NA,NA,15.81171525,16.90120008,41.27469208,22.65436252,98.56755862,29.57369804,31.46242008
Zm00001d007316,NA,NA,NA,NA,132.4750802,154.9510975,NA,84.93414074,NA,95.2126403,64.3467598,NA,44.41203103,120.0264446,NA,35.18205505,164.1267715,128.5994773,70.95471981,52.43907278,284.5592531,415.2685304,NA
Zm00001d007318,312.4667112,272.4054564,130.6359734,535.4126915,595.7422458,347.2633481,121.7774008,454.1762774,27.99387823,441.5574694,203.7393063,592.0527626,452.561064,301.7455636,NA,133.6268552,203.0445251,301.4690583,496.0898391,648.4738217,244.5202553,221.5601492,300.2843411
Zm00001d007319,870.5594731,1432.628452,NA,66.00329917,222.7308117,NA,NA,NA,NA,398.3282814,NA,268.1883702,9.88120911,21.09664441,1181.835495,NA,NA,NA,NA,NA,NA,77.8732086,275.8788459
Zm00001d007320,192.2725173,133.3695775,NA,50.96909152,52.44185607,69.35701444,NA,NA,NA,195.0664247,NA,62.46031953,110.2586092,49.35000173,181.7276892,NA,NA,NA,NA,NA,NA,84.8396943,167.5319857
Zm00001d007327,NA,NA,1236.293208,57.1119462,23.93896824,NA,NA,NA,NA,63.42175391,NA,18.07264202,NA,98.71215074,NA,NA,NA,108.6747046,220.5924339,224.0233138,84.93489323,161.1918876,NA
Zm00001d007328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.16547512,NA,30.7364293,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007339,96.24288829,NA,NA,86.71695845,55.72705072,39.76468828,NA,99.37552626,NA,NA,NA,62.47477823,94.43431442,65.37253954,NA,NA,NA,NA,95.62286244,85.9552086,NA,NA,35.25770154
Zm00001d007340,239.3861926,289.4398862,NA,475.5982384,1008.268179,190.682833,184.7160747,382.1617325,156.2230373,415.5992871,429.5181156,637.2463393,NA,504.9806172,13.68313433,132.7225044,452.3817344,233.0118439,360.8119073,657.5824509,201.3386979,394.7733457,200.9817687
Zm00001d007341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.3601759,110.8947653,NA,NA,NA
Zm00001d007345,NA,NA,NA,42.88092847,11.32981667,66.71644352,NA,NA,NA,NA,NA,27.42041411,61.68996185,277.3837349,NA,NA,42.85854643,108.0453219,NA,NA,65.02860429,NA,22.7481552
Zm00001d007352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007354,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.91080847,NA,NA,188.4829578,148.0261679,NA,NA,NA,NA,NA,96.80567628,NA,NA,NA
Zm00001d007357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.14232105,NA,NA,NA,NA
Zm00001d007366,NA,NA,NA,NA,23.55533093,NA,NA,NA,NA,NA,NA,55.4807918,49.4530017,107.6523825,484.358827,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007369,1034.702088,992.5691796,819.0406054,1117.418841,1525.841392,1131.128397,428.1111085,1405.248708,1304.546593,1051.063254,767.041666,1116.581101,1365.984163,1358.203308,612.4339444,1076.787078,881.3599876,1018.618724,1868.465415,2109.327529,1037.125549,1267.720382,1168.618194
Zm00001d007372,140.8257863,155.2352937,NA,111.310096,150.8326329,150.2520696,23.11705992,NA,NA,100.3501531,30.49682238,209.8933513,94.55181099,127.8963253,NA,NA,NA,NA,35.9867986,38.75455483,NA,NA,147.5864574
Zm00001d007378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.0305328,NA,NA,NA,270.8030509,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007382,NA,NA,NA,NA,NA,NA,NA,NA,28.20963066,NA,NA,NA,NA,NA,NA,11.99850432,NA,NA,NA,NA,NA,NA,NA
Zm00001d007383,300.604954,691.7603612,NA,240.7465653,375.9090459,251.9652614,728.4614963,88.92845384,263.6892753,613.4424866,504.5972555,196.2726792,214.6019046,197.8807189,543.6519783,1678.885688,538.8533201,1002.133382,310.2519957,321.3064699,174.0686063,361.4833546,1210.672126
Zm00001d007387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4964692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007388,62.20291397,94.09980667,57.17601596,132.5188268,128.4445411,75.77837457,21.62342729,121.1106499,78.87131569,90.55010336,19.84997594,45.87498668,45.8857552,81.30597831,34.70682389,93.63701598,136.8631664,63.2018578,137.2451039,70.09441185,129.292623,75.53871815,42.65385727
Zm00001d007391,32.59746151,NA,2020.000251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33864423,9.773667378,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007394,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.22611927,NA,NA,NA,NA,1188.303444,NA,NA,NA,NA,NA,NA,62.89526162,NA
Zm00001d007395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.09989895,21.41423828,33.84443498,20.37538736,NA,NA
Zm00001d007403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.59169147,94.90541758,NA
Zm00001d007407,NA,NA,NA,17.06747157,22.36568112,29.16665701,NA,NA,NA,NA,NA,23.28870799,10.14744143,9.678252825,NA,NA,NA,NA,NA,14.43412489,NA,NA,NA
Zm00001d007411,NA,62.66177705,NA,NA,NA,NA,2813.787562,NA,334.6468186,NA,6978.721725,NA,NA,NA,460.159574,1679.389103,NA,NA,NA,NA,NA,NA,511.2439275
Zm00001d007417,37.74908528,NA,NA,53.80908309,9.983427798,64.9076327,NA,NA,NA,NA,NA,NA,16.25262473,77.73021456,111.013924,NA,NA,NA,11.59064999,28.11266011,NA,17.38020146,46.43181896
Zm00001d007418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007419,NA,NA,116.5534494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007422,436.3185551,490.2109974,430.7807727,481.5932646,538.1569828,789.8223698,244.2805086,611.8914633,68.50380304,695.9774154,285.9911699,585.3979008,403.1550975,365.3605775,31.13852165,254.0282083,554.1556149,481.0605789,450.8777043,404.7342967,287.9995239,294.1132224,508.4470276
Zm00001d007433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.62117266,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007435,603.7374784,331.0300097,NA,695.9333912,589.6769939,604.9666339,94.38828765,337.1227111,92.61392205,172.7692129,362.6861227,402.9367638,551.0378803,751.3762485,60.83448083,197.3672492,119.0786385,114.0784532,710.8509795,644.3292073,54.56137839,104.1239657,555.3330914
Zm00001d007436,NA,NA,NA,311.7542847,NA,NA,NA,NA,NA,512.9500046,NA,94.88593995,58.66137376,125.1764761,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007441,280.9949622,230.0773626,291.8792751,288.9249917,205.7434718,90.61951794,67.9574611,178.3537132,85.94676103,256.8418418,248.1208256,204.0763958,312.8390153,398.3179845,117.048005,157.553832,159.2827831,1041.755614,442.2658826,261.5769147,101.3652594,368.0461082,120.4994669
Zm00001d007448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.68142888,NA,NA,NA
Zm00001d007454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8049535,28.15763412,NA,15.89532646,NA,NA,NA,NA,NA
Zm00001d007455,NA,NA,52.43342967,NA,NA,30.4321594,NA,NA,NA,NA,NA,66.93921172,NA,6.936167083,NA,38.57308552,NA,NA,NA,20.08553147,NA,NA,17.1991974
Zm00001d007475,NA,6.434807726,NA,5.041771622,8.646192058,NA,NA,NA,NA,NA,NA,10.18235708,6.135711176,9.612271219,NA,NA,NA,NA,NA,NA,NA,NA,32.50118008
Zm00001d007479,32.3686844,75.30746542,40.86612696,64.51275856,18.86257736,105.5150423,28.1165266,NA,NA,89.29732048,NA,27.56019463,33.06352904,105.5143536,NA,21.50958391,NA,33.15830249,130.1758523,68.38452168,NA,36.46793341,60.46713347
Zm00001d007481,NA,NA,921.4078011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007486,NA,36.32610945,NA,NA,NA,NA,148.5988297,NA,NA,NA,710.3928266,NA,NA,NA,NA,106.4285595,1010.224809,2169.137872,245.7316316,NA,640.7524711,266.1608457,NA
Zm00001d007489,NA,NA,NA,227.3501554,59.5207452,45.59780614,NA,NA,NA,NA,NA,99.01064636,121.9303986,53.8015966,NA,NA,NA,NA,NA,49.8810568,NA,NA,NA
Zm00001d007496,550.5057936,545.389769,NA,230.3382941,128.6194961,364.5812934,85.0752324,158.7616987,49.77564489,723.0343292,55.452606,204.5937014,360.0728911,802.3067342,NA,59.97044444,165.464543,451.5927866,250.3756581,61.55980355,334.7494401,103.2845939,414.3411086
Zm00001d007500,485.3658998,482.0060811,53.40528786,1040.608679,1434.709905,509.4875598,133.4017827,483.9982958,100.5439803,490.1427134,224.0256652,1310.865439,919.3649381,701.1434847,37.19883918,94.93486145,91.96181264,46.68270477,307.0553498,590.9531424,80.16983442,78.03418573,877.6579242
Zm00001d007503,NA,NA,111.7766297,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.83626432,49.09472851,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zm00001d007504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.21111831,NA
Zm00001d007507,NA,NA,NA,NA,30.49486825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38970056,NA,NA,NA
Zm00001d007508,2462.856862,2891.894261,704.4090639,5673.179033,4543.851823,2606.358061,369.7484908,2309.102649,297.8688948,2689.220148,918.3237187,3353.164136,4296.156987,3547.367904,533.3235408,454.7593483,2124.620553,1976.504675,2693.950558,4760.81325,2383.08682,1412.599214,4171.185251
